"ISO_A3","Country_Name","population_WDI","esperance_vie_hom","esperance_vie_fem","pop_0a14_pcent","pop_15a64_pcent","densite_pop","tx_mortalite_p1000","tx_fertilite","pop_rurale_pcent","imports_pcentGDP","exports_pcentGDP","dette_totale","aide_dvpt_pcentGDI","immigration","pop_refugies","transport_aerien","traffic_containers","PIB_par_habitant","PIB_pays","pauvrete_seuil_nat_pcentpop","pauvrete_5.50usd_pcentpop","GINI_index","taux_emploi_pcent","emploi_agric_pcentemploi","ratio_F_H_emploi","depense_recherche_pcentPIB","articles_scient","depense_milit_pcentPIB","surface_agri_pcent","surface_foret_pcent","zones_terr_protegees_pcent","pop_urbaine_pcent","pop_urb_1M_pcent","ressource_eau_pcapita","emissions_CO2","pop_expo_partic_fine_pcent","pop_diabete_pcent","mortalite_maladies_pcent","mortalite_infant_0a5","medecins_p1000","lits_hopital_p1000","depense_educ_pcentPIB","taux_scolarisation_pcent","taux_reussite_primaire_pcent","indice_parite_ecole","pop_rurale_sanitaire_pcent","acces_electricite_pcent","tourisme_internat_pcentexport","apport_nrj_alim_pcentbesoin","preval_obesite_adult_pcent","age_median","indice_dvpt_humain","ventes_PUT_kg_percapita","groupe_economie_pays","groupe_PIB_pays","continent","region_ONU","sous_region","region_WB","Long","Lat","temp_dec19","temp_jan20","temp_fev20","temp_mar20","temp_mean","population","cumul_tests","cumul_tests_p_million","type_test","AUC_SI","date_SI_sup0","date_SI_sup50","date_SI_max","SI_max","residential_change","residential_date_split","mobility_change_index","mobility_change_index_date_split","confirmed_30avr","deaths_30avr","recovered_30avr","confirmed_p_million","deaths_p_million","recovered_p_million","b_confirmed","Asym_confirmed","xmid_confirmed","b_deaths","Asym_deaths","xmid_deaths","b_recovered","Asym_recovered","xmid_recovered","date_first_cases","days_since_first_cases"
"NAM","Namibia",2448255,60.4,66.2,36.9,59.5,3,8.1,3.4,50,46.6,37.5,"NA",1.1,-24030,1336,602893,360214,10870,14521711633.9533,"NA","NA","NA",59.5,22.1,88.6,"NA",156.3,3.3,47.1,8.3,37.9,50,"NA",2710,1.7,100,4.5,21.3,39.6,"NA","NA","NA",124.2,94.1,"NA",18.2,52.5,9.8,"NA",15,21.2,0.651,"NA","6. Developing region","3. Upper middle income","Africa","Africa","Southern Africa","Sub-Saharan Africa",17.2337694149665,-22.9574927714999,21.110009765625,21.8099914550781,17.6400085449219,18.5800109863281,19.7850051879883,2540916,"NA","NA","NA",2624.385,-13,3,34,75.79,20.2156862745098,13,48.0627710596434,13,16,0,8,6.29694173282391,0,3.14847086641196,0.164083045369846,16.4785050374948,18344.8412846966,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.024650141995531,36.6776853517991,18397.4145860872,"2020-03-14",47
"NCL","New Caledonia",284060,75.1,79.3,22.7,68.1,15.5,5.5,2,29.3,"NA","NA","NA","NA",2510,"NA","NA",117181,"NA","NA","NA","NA","NA",63.1,1.9,84.5,"NA","NA","NA",10.1,45.9,54.4,70.7,5.4,"NA",16,"NA",21.8,"NA","NA","NA","NA","NA","NA","NA","NA","NA",100,13.2,123,"NA",32,0.377,"NA","6. Developing region","2. High income: nonOECD","Oceania","Oceania","Melanesia","East Asia & Pacific",165.242432228588,-21.2338192689999,23.5100036621094,24.2799926757813,25.6899963378906,24.1400085449219,24.4050003051758,285491,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",18,0,17,63.0492730068549,0,59.5465356175851,0.326164162703297,17.9394948267533,18343.3330808026,0.099999998746877,3.27995050282241E-13,18350.0000000863,2.59004491288699,16.5112514859923,18368.3729250407,"2020-03-19",42
"NER","Niger",22442948,60.9,63.2,50,47.4,17.7,8.3,6.9,83.6,33,16.6,8.5,13.2,20001,2725,"NA","NA",1040,9290938457.2883,"NA","NA","NA",72,75.1,72.4,"NA",55.2,2.5,36.1,0.9,17.3,16.4,16.5,182,0.1,100,2.4,20,83.7,"NA","NA",4.1,74.7,"NA",0.8,7.7,20,6.4,124,4.7,15.4,0.534,16.7,"7. Least developed region","5. Low income","Africa","Africa","Western Africa","Sub-Saharan Africa",9.88311082118389,17.6035519410001,20.6199890136719,19.3699890136719,20.9099975585938,27.1499877929688,22.0124908447266,24206636,"NA","NA","NA",2343.895,-7,0,8,61.51,12.6978516978517,4,24.1674489606197,2,719,32,452,29.7025989071757,1.32195155080615,18.6725656551369,0.182875395817566,713.551321870105,18358.1935715894,0.042397001277091,74.0448159927921,18377.6467860805,0.035800078480486,5948.22084336945,18407.7523608701,"2020-03-20",41
"NGA","Nigeria",195874740,53.5,55.2,43.9,53.4,215.1,11.9,5.4,49.7,13.2,13.2,6.8,0.9,-300000,276853,8169192.3,1210000,5710,397269616080.908,"NA","NA","NA",52.9,35.1,82.7,"NA",5602.3,0.5,77.7,7.2,13.9,50.3,16.2,1253,0.5,100,3.1,22.5,119.9,"NA","NA","NA","NA","NA","NA",30.7,54.4,2.9,116,7.8,18.4,0.759,102.9,"5. Emerging region: G20","4. Lower middle income","Africa","Africa","Western Africa","Sub-Saharan Africa",7.93262916688333,9.07621714300005,25.5200134277344,25.7099853515625,27.9699951171875,29.0500122070313,27.0625015258789,206139587,16588,80.4697449985674,"samples tested",4032.13,-58,29,55,80.97,24.2361111111111,26,49.8382700690765,26,1932,58,319,9.37229004926647,0.281362744750236,1.5474950961263,0.007730905064939,191116894.048669,18698.4960772771,0.013205188470139,41340.7023472351,18525.0364309376,0.06351075488284,528.057403076239,18373.4240978796,"2020-02-28",62
"NIC","Nicaragua",6465513,70.7,77.8,30.2,64.6,53.7,5.1,2.4,41.5,54.8,41.2,19.8,2.7,-106360,1673,"NA",276205,5400,13117845416.6297,"NA","NA","NA",66.4,30.7,59,"NA",43.7,0.6,42.1,25.9,37.2,58.5,12.4,25428,0.8,100,11.4,14.2,18.3,"NA",0.9,4.1,"NA","NA","NA",61.5,86.8,9.9,116,21.8,25.7,0.954,201.7,"6. Developing region","4. Lower middle income","North America","Americas","Central America","Latin America & Caribbean",-85.5580429667471,12.8457298850001,23.7799926757813,23.4900146484375,24.0100036621094,23.7799926757813,23.7650009155274,6624554,"NA","NA","NA",714.215,-27,"NA",27,16.67,10.327731092437,0,28.5159118634305,0.5,14,3,7,2.11334981947464,0.452860675601708,1.05667490973732,0.052959685654854,17.7006034563766,18359.5933054347,0.017002273687321,51.0364223323252,18441.0624108666,0.285974851146007,7.13594111051755,18364.6891061435,"2020-03-19",42
"NLD","Netherlands",17231624,80.2,83.4,16.1,64.7,511.5,8.9,1.6,8.5,72.6,83.4,"NA","NA",80000,47,43996044.6,14825967,56890,913658465709.125,"NA",0.4,28.5,63.6,2,84.3,2,30457.3,1.2,53.3,11.2,11.2,91.5,19,652,9.9,100,5.4,11.2,3.9,3.51,"NA",5.5,104.2,"NA",1,99.9,100,3.4,126,23.1,42.6,0.834,"NA","2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Western Europe","Europe & Central Asia",5.51640674558205,52.1056320195,5.7700134277344,5.85000000000002,6.9999938964844,7.11000976562502,6.43250427246096,17134873,238532,13920.850186634,"people tested",3460.07,8,17,33,82,14.3884057971015,17,39.4251802291969,17,39316,4795,0,2294.50197850897,279.838665859969,0,0.061677943072334,49644.5095147709,18357.3925663102,0.071326933673859,5831.84648383901,18359.8087096174,20.6497656421767,174.242424253824,18349.0678040114,"2020-02-27",63
"NOR","Norway",5311916,81.3,84.4,17.5,65.4,14.6,7.7,1.6,17.8,32.8,36.3,"NA","NA",140000,9,"NA",897502,68310,434166615431.909,"NA",0.5,27,63.8,2.1,89.8,2.1,11802.8,1.6,2.7,33.2,17.1,82.2,4.7,74359,9.3,2,5.3,9.2,2.5,4.49,3.9,8,100.3,101,1,98.3,100,4.3,135,25,39.2,0.56,83.2,"2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Northern Europe","Europe & Central Asia",22.6969759666128,79.8517723655,-11.3700012207031,-14.0400146484375,-15.7500061035156,-17.3499969482422,-14.6275047302246,5421242,172586,31835.1403608251,"people tested",3834.12,-26,15,27,79.63,14.0869236583522,15,39.7066869414432,15,7738,210,32,1427.34819806974,38.7365109323657,5.90270642778906,0.081465171236666,8058.71654003108,18344.7650265458,0.084998070658317,247.070057176687,18359.2393911111,0.419774558692361,32.426715196247,18350.8548025092,"2020-02-26",64
"NPL","Nepal",28087871,69,71.9,30.4,63.9,195.9,6.4,1.9,80.3,42.4,9,8.5,5,208549,8594,3296953,"NA",3110,29040398982.3466,"NA","NA","NA",83.8,65,97.3,"NA",792.1,1.4,28.7,25.4,23.6,19.7,"NA",7366,0.3,100,7.2,21.8,32.2,"NA","NA",4.4,143.9,121.7,1,60.8,95.5,27.8,119,3.8,24.1,0.795,"NA","7. Least developed region","5. Low income","Asia","Asia","Southern Asia","South Asia",83.1031065306872,28.3766282150001,3.9999938964844,3.21999511718752,5.83999023437502,9.67998657226565,5.68499145507815,29136808,13424,460.72308263829,"people tested","NA","NA","NA","NA","NA",22.8684210526316,58,72.0105263157895,58,57,0,16,1.9562884170428,0,0.549133590748856,0.047059576341128,172.037509082922,18382.4126503219,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.219887960749921,20.4563457552005,18373.8290361761,"2020-01-25",96
"NZL","New Zealand",4841000,80.2,83.6,19.7,64.7,18.6,6.9,1.7,13.5,26.7,27.6,"NA","NA",74403,38,17249050,3328700,39410,204923917869.355,"NA","NA","NA",69.9,5.7,86,"NA",7888.8,1.2,40.5,38.6,32.5,86.5,37.1,72510,7.7,0,6.2,10.1,5.7,3.03,2.8,6.4,100,"NA",1,100,100,19.1,129,32,37.9,0.543,"NA","2. Developed region: nonG7","1. High income: OECD","Oceania","Oceania","Australia and New Zealand","East Asia & Pacific",171.234351260277,-43.5954729144999,11.6799865722656,13.7600036621094,14.4099975585938,11.2900024414063,12.7849975585938,4822233,152696,31664.998352423,"tests performed",4274.085,-26,22,27,97.35,28.8421052631579,24,76.2013505002979,24,1479,19,1252,306.70438363306,3.94008335972152,259.630756124808,0.15061423693003,1500.31693040342,18350.5045346178,0.138923299296531,22.5891669386178,18367.3037675364,0.10739858159812,1494.90828675,18364.6171590064,"2020-02-28",62
"OMN","Oman",4829483,75.9,80.1,22.2,75.4,15.6,2.4,2.9,15.5,49.5,52.4,"NA","NA",437000,42,10438241,4223712,41680,79276723016.9051,"NA","NA","NA",72.4,4.6,34.5,0.2,856.4,8.2,4.6,0,2.6,84.5,"NA",348,15.2,100,10.1,17.8,11.4,2.02,1.7,"NA",106.4,107.4,1,100,100,6.4,121,22.9,25.6,0.724,"NA","6. Developing region","2. High income: nonOECD","Asia","Asia","Western Asia","Middle East & North Africa",56.9646495795195,20.8173281925001,23.339990234375,20.8699890136719,22.6199890136719,23.1700073242188,22.4999938964844,5106622,"NA","NA","NA",4421.785,-35,22,46,94.71,17.5715292459479,23,49.9297778547642,23,2348,11,495,459.795144422282,2.15406583843488,96.9329627295696,0.040853929085646,7574.84200779772,18385.3169939333,0.065585671922348,18.3059127152954,18371.1286064709,0.017634911852957,15361.292263399,18453.7501249332,"2020-02-24",66
"PAK","Pakistan",212215030,66.2,68.1,35.3,60.4,275.3,6.9,3.5,63.3,17.6,8.3,23.2,0.4,-1166895,132259,6880637,3275000,5860,314588210501.063,"NA","NA","NA",52.6,36.7,26.8,0.2,12904.3,4,47.8,1.9,12.3,36.7,42.7,282,0.9,100,19.9,24.7,69.3,"NA",0.6,3,90.6,71.1,0.8,50.3,70.8,2.7,109,7.8,23.8,0.759,52.9,"5. Emerging region: G20","4. Lower middle income","Asia","Asia","Southern Asia","South Asia",70.0866845186718,30.380058899,10.8699890136719,8.92000732421877,15.589990234375,17.9599853515625,13.3349929809571,220892331,203025,919.112941046378,"tests performed",4383.49,-26,16,29,97.35,18.4060984060984,25,54.2545163000041,24,16817,385,4315,76.1321134322223,1.74293058639505,19.5344038449212,0.017131242382534,401998.302538726,18449.7566690821,0.022301749042687,6847.94570846727,18429.9674213958,0.057185805796651,8150.27435726906,18377.6275734646,"2020-02-26",64
"PAN","Panama",4176873,75.2,81.6,27.1,64.8,56.2,5.1,2.5,32.3,45.3,42.3,"NA",0.1,56000,49,12939350,6872400,23550,65055100000,"NA",14.1,49.9,66.6,14,66.9,0.1,172.9,0,30.4,61.9,20.9,67.7,32.5,35014,2.3,72,7.7,13,15.3,1.57,2.3,"NA",94.4,89.8,1,64.8,100,20.8,119,22.5,29.2,0.712,52.9,"6. Developing region","3. Upper middle income","North America","Americas","Central America","Latin America & Caribbean",-81.467306915366,8.41720917050006,25.8799987792969,26.4099975585938,27.0800109863281,24.9999938964844,26.0925003051758,4314768,34459,7986.29265814524,"units unclear",3787.59,-49,6,39,83.6,34.3295454545455,7,73.1634097544078,7,6532,188,576,1513.87050242331,43.5712881897706,133.495010623978,0.049153836572127,10883.7549924552,18368.9354720317,0.053299478374932,306.357493719552,18369.4176529569,0.057493049938491,2757.10005215725,18389.8667308783,"2020-03-10",51
"PER","Peru",31989256,73.8,79.3,25.8,66.1,25,5.5,2.3,22.1,22.8,24.7,20.5,0.2,495345,2592,17758527.3,2668000,13710,222044970486.217,20.5,23.9,43.3,77.6,27.4,82.5,0.1,1629.9,1.2,18.5,57.7,21.3,77.9,14.3,54536,2.1,100,6.6,12.6,14.3,1.27,1.5,3.8,103.5,97.4,1,56.1,96.4,8.7,117,19.1,28,0.872,130.5,"5. Emerging region: G20","3. Upper middle income","South America","Americas","South America","Latin America & Caribbean",-75.7676500549991,-9.18341753599993,23.8699890136719,24.0200134277344,24.35,24.2900024414063,24.1325012207031,32971846,375096,11376.2511204256,"units unclear",4241.975,-1,6,12,96.03,36.584229390681,10,81.6303007635967,10,36976,1051,10405,1121.44160809195,31.8756796328601,315.572261255861,0.033488414047847,240430.534914549,18401.2244582015,0.022562620087477,30286.5419094822,18436.0881813125,0.112381933113097,11745.4434713161,18367.2537658657,"2020-03-06",55
"PHL","Philippines",106651922,67.1,75.4,31,63.9,357.7,5.9,2.6,53.1,40.9,31,11.4,0.1,-335758,527,43080118,8637520,10740,330910343610.956,"NA","NA","NA",59.6,23.4,62.9,"NA",2237.3,1.1,41.7,27.8,15.3,46.9,"NA",4766,1.1,96,7.1,26.8,28.4,"NA","NA","NA",107.5,108.7,1,74.8,93,10.8,120,6,23.5,0.85,102.9,"5. Emerging region: G20","4. Lower middle income","Asia","Asia","South-Eastern Asia","East Asia & Pacific",125.2443277628,7.69800446150006,23.6499877929688,23.8000122070313,23.339990234375,24.0100036621094,23.6999984741211,109581085,113333,1034.23871008395,"people tested",5202.62,-6,45,48,97.22,30.5906810035842,46,69.9397796513522,46,8488,568,1043,77.4586234476507,5.18337630988049,9.51806600564322,0.066866446738244,10173.0295468274,18359.7166722845,0.060857756825124,802.224962899778,18364.8956494329,0.080699284178967,1655.78010431038,18372.3522164203,"2020-01-30",91
"PNG","Papua New Guinea",8606316,63,65.6,35.8,60.7,19,7.4,3.6,86.8,"NA","NA",27.1,3.4,-3999,427,964713,341300,4220,23497607690.1178,"NA","NA","NA",47.2,58.3,96.4,"NA",64.1,0.3,2.6,74.1,3.1,13.2,4.7,100796,0.8,100,17.9,30,47.8,"NA","NA","NA","NA","NA","NA",7.7,54.4,0.1,101,19.4,23.1,0.848,"NA","6. Developing region","4. Lower middle income","Oceania","Oceania","Melanesia","East Asia & Pacific",144.361786925221,-6.63990366649993,28.5100036621094,28.5100036621094,28.4999938964844,28.4200073242188,28.4850021362305,8947027,"NA","NA","NA",3777.09,-53,4,4,84.92,10.1193181818182,3,20.9119367603501,3,8,0,0,0.894151766838303,0,0,0.112329410724258,10.2919506172354,18365.2342494966,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.100000000079835,-2.07999443406839E-15,18299.9999999999,"2020-03-20",41
"POL","Poland",37974750,73.9,81.8,15.1,67.4,124,10.9,1.5,39.9,50.2,54.4,"NA","NA",-146976,1087,9277538,2834400,30010,585663814824.044,15.4,1.4,29.7,56.7,9.2,74.3,1,35662.6,2,46.9,30.9,39.7,60.1,16.1,1410,7.5,100,6.1,18.7,4.4,2.4,6.5,4.6,100,106.2,1,99.2,100,4.8,138,25.6,40.7,"NA","NA","2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Eastern Europe","Europe & Central Asia",19.1562721067565,51.9199198405001,3.30999145507815,2.15999755859377,4.35000000000002,5.0200134277344,3.71000061035159,37846605,375948,9933.4669516592,"samples tested","NA",27,27,36,88.09,16.3786848072562,8,49.2659025743362,8,12877,644,3236,340.241879027194,17.0160573187476,85.5030457817815,0.055582652105272,18797.8738554193,18364.9108948486,0.052769943711708,1253.92730766099,18374.698136355,0.033779313524762,36457.0210389547,18408.197127545,"2020-03-04",57
"PRT","Portugal",10283822,78.7,84.9,13.5,64.6,112.2,11,1.4,34.8,41.7,42.7,"NA","NA",-30001,19,17367956,3199200,32680,240674524464.24,"NA",1.9,33.8,58.8,5.9,84.6,1.3,14294.6,1.8,39.5,34.6,22.9,65.2,46.3,3653,4.3,16,9.8,11.1,3.7,3.34,3.4,"NA",106.2,"NA",1,99.8,100,22.7,139,23.2,42.2,0.816,88.6,"2. Developed region: nonG7","1. High income: OECD","Europe","Europe","Southern Europe","Europe & Central Asia",-8.29157255404863,39.5650770750001,11.7799926757813,10.089990234375,13.0500122070313,12.5800109863281,11.8750015258789,10196707,458702,44985.3075115329,"samples tested",4062.32,-36,17,38,90.61,27.8101449275362,13,70.6310521828751,12,25045,989,1519,2456.18511937236,96.9920975467864,148.969662460636,0.076079813828871,28498.8637244024,18356.2559673056,0.06596129456897,1320.38083762198,18363.4757520685,0.068465673124664,3220.3407170737,18376.7968466177,"2020-03-02",59
"PRY","Paraguay",6956071,72.2,76.3,29.4,64.1,17.5,5.5,2.4,38.4,32.3,36.4,12.5,0.4,-82780,76,560631,"NA",13220,40496953779.071,24.2,18.6,48.8,72.1,20.1,70,0.1,98,0.9,55.1,37.7,14.3,61.6,"NA",17729,0.9,99,9.6,17.5,20.2,0.24,"NA",3.4,"NA","NA","NA",82.8,99.3,2.7,112,19,28.2,0.824,92.3,"5. Emerging region: G20","4. Lower middle income","South America","Americas","South America","Latin America & Caribbean",-58.4719639535553,-23.4386198934999,28.089990234375,29.4699951171875,29.110009765625,29.5800109863281,29.0625015258789,7132530,11106,1557.09124251843,"samples tested",4615.505,-45,5,32,96.03,24.6939068100358,8,57.9731969064656,7,266,10,113,37.2939195488838,1.40202705070992,15.8429056730221,0.055819797170108,341.215771636968,18360.7014996155,0.063470592893714,11.9039630139873,18356.9284414458,0.029512094528005,1410.37202238772,18413.0547924903,"2020-03-08",53
"PSE","West Bank and Gaza",4569087,72.3,75.6,38.9,57.9,759,3.5,3.6,23.8,55.6,18.6,"NA",13.2,-52816,100742,"NA","NA",6000,14615900000,"NA","NA","NA",43.8,6.1,25.5,"NA",376,"NA",49.3,1.5,8.4,76.2,"NA",195,"NA",100,9.5,"NA",20.3,"NA","NA",5.7,98.9,99.8,1.1,96.1,100,8.4,"NA","NA",19.7,0.536,"NA","6. Developing region","4. Lower middle income","Asia","Asia","Western Asia","Middle East & North Africa",35.2627304380013,31.9405838015001,14.1700073242188,10.9999938964844,12.4699951171875,15.8799987792969,13.3799987792969,5101416,"NA","NA","NA",4713.91,-12,0,17,94.18,"NA","NA","NA","NA",344,2,76,67.4322580240467,0.392048011767713,14.8978244471731,0.098474409072737,442.173860972525,18352.7667429098,0.091114194078593,3.05190170099595,18355.0799544802,0.063363537767257,110.312997512001,18359.2409016619,"2020-03-05",56
"PYF","French Polynesia",277679,75.4,79.7,22.8,68.9,75.9,5.6,1.9,38.2,"NA","NA","NA","NA",-5000,"NA","NA",76433,"NA","NA","NA","NA","NA",54.2,6.9,78.6,"NA","NA","NA",12.4,42.3,2,61.8,"NA","NA",3,"NA",19.5,"NA","NA","NA","NA","NA","NA","NA","NA","NA",100,"NA",120,"NA",31.9,"NA","NA","6. Developing region","2. High income: nonOECD","Oceania","Oceania","Polynesia","East Asia & Pacific",-139.014928716057,-9.78215911249993,26.979649122807,27.9874353288987,27.8496240601504,28.3041345480028,26.979649122807,280904,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",58,0,50,206.476233873494,0,177.996753339219,0.111443722733319,58.9910675078275,18345.5004502308,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.495023422721474,47.9997200696375,18372.4016887151,"2020-03-13",48
"QAT","Qatar",2781677,79,81.9,13.5,85.1,239.6,1.2,1.9,0.9,37.3,51,"NA","NA",200000,36,29178923,1835000,124410,191362087912.088,"NA","NA","NA",86.8,1.2,60,"NA",1502.6,"NA",5.8,0,13.2,99.1,9.4,23,43.9,100,15.6,15.3,6.8,2.78,1.4,"NA",103.3,95.7,"NA","NA",100,14.9,"NA",33.9,33.2,"NA","NA","6. Developing region","2. High income: nonOECD","Asia","Asia","Western Asia","Middle East & North Africa",51.1379422257886,25.3636538760001,20.2300048828125,17.4800048828125,19.5599914550781,22.9800048828125,20.0625015258789,2881060,104435,36248.8112014328,"people tested",4348.47,-36,17,28,91.54,19.6781362007168,16,45.7867079376781,16.5,13409,10,1372,4654.18977737361,3.47094472173436,476.213615821954,0.008575158253215,132875172.25792,18640.4753211439,0.109607751265959,10.8576480818873,18357.4111382837,0.015868509690908,168278.570940025,18481.1842278956,"2020-02-29",61
"REU","Reunion","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",55.550615,-21.140234,21.9999938964844,22.3200012207031,22.0800109863281,21.7000061035156,22.0250030517578,895308,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",420,0,300,469.112305485933,0,335.080218204238,0.158882541461581,418.782109108379,18347.6881582548,0.099999998746877,3.27995050282241E-13,18350.0000000863,2.57134589458983,267.132051773816,18366.2431980191,"2020-03-11",50
"ROU","Romania",19466145,71.8,79.2,15.5,66.1,84.6,13.5,1.7,46,43.6,41.5,22.4,"NA",-369997,1160,4908235,678000,27520,239552516744.469,"NA",15.6,36,54.7,21.7,70,0.5,10345,1.9,58.8,30.1,24.5,54,23.2,2129,3.5,98,6.9,21.4,7.3,2.26,6.3,3,85.2,"NA",1,71.5,100,3.2,145,24.5,41.1,0.609,"NA","2. Developed region: nonG7","3. Upper middle income","Europe","Europe","Eastern Europe","Europe & Central Asia",24.2478249617511,45.961691793,2.58999023437502,-0.870001220703102,3.9999938964844,6.82000122070315,3.13499603271487,19237682,195508,10162.762852614,"tests performed",4233.07,-30,14,34,88.36,17.4304347826087,18,55.9319755385594,18,12240,717,4017,636.251290566088,37.2706025601213,208.808940702939,0.056889085325713,17625.4927444446,18364.7119051503,0.058861739447467,1091.7216498921,18368.3286907534,0.037348851032088,17692.9244431916,18393.0525397083,"2020-02-26",64
"RUS","Russian Federation",144478050,67.8,77.8,17.9,67.4,8.8,12.4,1.6,25.6,20.7,26.1,17.7,"NA",912279,61463,99327311,6335300,26900,1657554647149.87,12.9,2.5,37.2,61.8,5.8,78,1.1,81579.4,3.9,13.3,49.8,9.7,74.4,8.6,29982,11.9,92,6.1,25.4,7.2,4.01,8.2,3.7,102.6,"NA",1,78.1,100,3.7,138,25.7,39.6,0.857,149.6,"3. Emerging region: BRIC","3. Upper middle income","Europe","Europe","Eastern Europe","Europe & Central Asia",88.3874712890128,59.4646128185001,-14.7599853515625,-12.7500061035156,-10.4700073242187,-3.7299865722656,-10.4274963378906,145934460,4099999,28094.796801249,"tests performed",3751.79,-1,48,59,92.86,"NA","NA","NA","NA",106498,1073,11619,729.76595109887,7.35261568789167,79.6179325979621,0.048207945720075,411810.295135874,18388.1672187711,0.037187702123696,9218.65673371071,18402.8161580467,0.011965875688133,112613823.727058,18567.6744076689,"2020-01-31",90
"RWA","Rwanda",12301939,66.5,70.8,40,57.1,498.7,5.2,4,82.8,32.8,18.2,12.1,12,-44998,247481,1073528,"NA",2200,9508715596.4368,"NA","NA","NA",83.7,62.4,100.7,"NA",169.5,1.2,73.4,19.7,9.1,17.2,15.7,857,0.1,100,5.1,18.2,35.3,0.14,"NA",3.5,137.7,78.2,1,69.6,34.1,25.9,99,4.8,19,0.514,"NA","7. Least developed region","5. Low income","Africa","Africa","Eastern Africa","Sub-Saharan Africa",29.9807469365102,-1.94732187849992,18.0400024414063,17.9399963378906,18.4299865722656,18.339990234375,18.1874938964844,12952209,34350,2652.05726683379,"units unclear",4841.44,-53,2,7,100,27.2416666666667,7,57.4221263571264,7,243,0,104,18.7612784815316,0,8.0295183624662,0.046255496145222,302.719130396239,18361.1493636618,0.099999998746877,3.27995050282241E-13,18350.0000000863,0.218178310407414,98.7186084953836,18365.0097632501,"2020-03-14",47
"SAU","Saudi Arabia",33699947,73.8,76.6,25,71.6,15.7,3.5,2.3,16.2,29.3,34.9,"NA","NA",674895,1493,39141660,8670000,55840,786521831571.957,"NA","NA","NA",55.9,2.4,28.2,"NA",10897.9,8.8,80.8,0.5,4.8,83.8,13.2,78,19.4,100,15.8,16.4,7.1,2.39,2.2,"NA",99.5,103.3,1,"NA",100,5.4,130,35,27.5,0.799,125.3,"2. Developed region: nonG7","2. High income: nonOECD","Asia","Asia","Western Asia","Middle East & North Africa",44.6629773309233,24.2441365665001,17.8699890136719,14.339990234375,18.0700012207031,21.1799865722656,17.8649917602539,34813867,"NA","NA","NA",4298.46,-32,13,23,92.72,21.3410852713178,16,55.6398757707634,16,22753,162,3163,653.561409883022,4.65331817347381,90.8546011277633,0.015908101046796,2824015.72439788,18480.472656567,0.055275857931684,286.624823046197,18372.090720409,0.020357969961557,76641.505071128,18439.0926593834,"2020-03-02",59
"SDN","Sudan",41801533,63.3,66.9,40.5,55.9,"NA",7.2,4.4,65.4,11.8,9.7,4,2.5,-250001,724791,269958.5,551900,4430,40851536133.7642,"NA","NA","NA",48.4,39.9,42.7,"NA",397.8,2.3,"NA","NA",2.3,34.6,18.8,102,0.3,100,22.1,26,60.5,"NA",0.8,"NA",76.8,61.7,1,24.2,56.5,20.9,111,7.4,19.9,0.801,"NA","6. Developing region","4. Lower middle income","Africa","Africa","Northern Africa","Sub-Saharan Africa",29.7773187250978,15.4505954995001,20.0599914550781,17.5599914550781,20.6400085449219,25.1,20.8399978637696,43849269,"NA","NA","NA",3613.305,-45,3,31,84.26,"NA","NA","NA","NA",442,31,39,10.0799855979355,0.706967315692309,0.889410493935486,0.015921045436199,3397793.49737662,18519.7416724992,0.0088828428655,4037780.26200332,18659.6411992221,0.0106370854745,32397461.6566736,18627.7990753405,"2020-03-13",48
"SEN","Senegal",15854360,65.5,69.6,43.1,53.9,82.3,5.7,4.6,52.8,35.6,21.8,13.5,4.2,-100001,18222,21038,570500,3670,24129599551.7869,"NA","NA","NA",45.7,30,60.9,"NA",388.3,1.9,46.1,42.8,25.4,47.2,100,1820,0.6,100,2.4,18.1,43.6,0.07,"NA",5.1,85.6,61.2,1.1,39.6,61.7,10.2,114,7.4,18.8,0.438,"NA","7. Least developed region","4. Lower middle income","Africa","Africa","Western Africa","Sub-Saharan Africa",-14.6572446641394,14.4885782910001,27.4099975585938,26.860009765625,30.8000122070313,31.610009765625,29.1700073242188,16743930,14779,882.648219384577,"tests performed","NA","NA","NA","NA","NA",15.1254331254331,20,35.3099670442353,18.5,933,9,334,55.7216854107727,0.537508219396522,19.9475272531598,0.004935333432295,183537108.298478,18890.109513137,0.018759686231879,523.289486301847,18455.0703099469,0.074148743035411,398.795726606995,18363.1862545499,"2020-03-02",59
