ISO_A3,Country_Name,V01,V02,V03,V04,V05,V06,V07,V08,V09,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,X106,X107,X108,X109,X110
GNB,Guinea-Bissau,1874309,56,59.9,42.3,54.8,66.7,9.6,4.5,56.6,33.1,27.8,1.9,10.5,-6996,2049,NA,NA,1800,1458156026.16376,NA,NA,NA,72,68.1,83.7,NA,15,NA,58,69.8,16.7,43.4,NA,9454,0.2,100,2.4,20,81.5,NA,NA,NA,NA,NA,NA,8.2,26,5.3,100,8.2,20.1,NA,NA,7. Least developed region,5. Low income,Africa,Africa,Western Africa,Sub-Saharan Africa,-14.3541348294056,11.8017845725001,26.9800048828125,27.1299987792969,30.3900085449219,30.7499938964844,28.8125015258789,1967998,205,1,19,104.166772527208,0.508130597693697,9.65448135618024,0.00629955959144,1833431146.33296,18825.4181071978,0.754427372761621,0.985521187776494,6.98719678656265e-16,0,98,37.545950502819,1,18377.0959504498,1.6717882767371001e-94,0,0,1,52,3.85395497922207,18.6812278764003,18378.1565628545,0.005269582621827,1.93502412050194e-61,0,1,28,2020-03-25,36,NA,NA,NA,NA,NA,NA,NA,NA,NA
GNQ,Equatorial Guinea,1308974,57.4,59.6,37.1,60.4,46.7,9.3,4.5,27.9,40.2,57.5,NA,0.1,79998,144,466435.1,10497,17460,13432377049.5402,NA,NA,NA,62,42.4,81.7,NA,2.6,NA,10.1,55.5,19.3,72.1,29.4,23167,4.8,100,6,22,85.3,NA,NA,NA,NA,NA,NA,57.3,67.2,NA,NA,7.4,19.8,0.872,87.4,7. Least developed region,2. High income: nonOECD,Africa,Africa,Middle Africa,Sub-Saharan Africa,10.4737009972704,1.63060130450006,27.4599853515625,28.2400146484375,28.089990234375,27.8000122070313,27.8975006103516,1402985,315,1,9,224.521288538366,0.712765995359893,6.41489395823904,0.038777903203319,5226.61199096345,18407.5395393941,0.006846014581852,0.425498077817112,7.1080632169007e-191,1,39,37.6583968509673,1,18373.095386737,4.91614963542665e-111,0,0,1,51,0.050996307118643,18.695160347967,18374.9030517163,1.84710216905851e-11,7.14168317289124e-8,1.06741826722643e-266,1,36,2020-03-15,46,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRC,Greece,10731726,78.8,83.9,14.1,64.3,83.2,11.2,1.4,20.9,34,33,NA,NA,-80000,107,15125933.5,5324000,29670,218031844583.994,NA,4.4,34.4,51.8,12,73.9,1.1,10907,2.4,47.6,31.7,35.2,79.1,NA,5325,6.2,100,4.7,12.4,4.5,4.59,NA,NA,99.6,96.8,1,98.1,100,26.4,134,27.4,44.5,NA,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Southern Europe,Europe & Central Asia,21.9526761055872,39.0703189145001,8.83001098632815,5.67000732421877,7.49001464843752,8.67998657226565,7.66750488281252,10423056,2591,140,1374,248.583524831873,13.4317612799931,131.823142847933,0.076052379023834,2778.32459386646,18347.941084407,6.51543094405865e-75,2.39982738241236e-109,0,1,20,0.076909043487898,154.523901649155,18354.2324739383,4.89733357301849e-67,5.02611916882304e-94,0,1,6,0.006345181402632,95046700.0013649,18768.1089968921,0.566146570680702,0.963328509531616,3.09720650602796e-35,0,97,2020-02-26,64,78207,7503.26967446016,tests performed,2020-05-02,NA,NA,NA,NA,NA
GRD,Grenada,111454,70.1,74.9,23.6,66.8,327.8,9.6,2.1,63.7,53.1,51.3,9.4,2.9,-1000,97,NA,23900,14100,1185925925.92593,NA,NA,NA,NA,NA,NA,NA,46.2,NA,23.5,50,9.8,36.3,NA,1837,2.2,100,10.7,21.4,15.2,1.45,3.7,NA,111.4,121,1,NA,94.7,84.3,98,20.2,31.5,0.763,NA,6. Developing region,3. Upper middle income,North America,Americas,Caribbean,Latin America & Caribbean,-61.6774808456991,12.1233177755001,27.0599914550781,26.4500061035156,26.3699890136719,26.3799987792969,26.5649963378906,112519,20,0,13,177.7477581564,0,115.53604280166,0.125622986936229,16.8208549239171,18349.1703998451,1.60514176369377e-20,4.80591118909958e-64,0,1,30,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.107276722762391,18.1702340506279,18374.8321598716,5.00910711587045e-5,5.3284369884651e-5,8.49831436709993e-281,1,17,2020-03-22,39,NA,NA,NA,NA,NA,NA,NA,NA,NA
GRL,Greenland,56025,NA,NA,NA,NA,0.1,8.7,2,13.2,44,40.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,0.6,0,41.2,86.8,16.5,NA,9,80,2.1,NA,NA,NA,NA,NA,NA,NA,NA,99.6,100,NA,NA,NA,33.9,NA,NA,2. Developed region: nonG7,2. High income: nonOECD,North America,Americas,Northern America,Europe & Central Asia,-40.3334236059301,71.811000881,-26.4800018310547,-29.7200073242187,-26.7300018310547,-28.4700073242187,-27.8500045776367,56772,11,0,11,193.75748608469,0,193.75748608469,0.258474013192039,11.078553255777,18343.3846681387,5.03916618113756e-38,8.05271278103943e-116,0,1,22,0.099999998746877,3.27995050282241e-13,18350.0000000863,0.140571932114336,6.76590441426051e-5,1.18844362977857e-257,1,2,0.489621057196088,11.1658481895398,18356.6072597954,4.12926273422823e-11,2.51507781720866e-78,0,1,51,2020-03-16,45,NA,NA,NA,NA,NA,NA,NA,NA,NA
GTM,Guatemala,17247807,71.1,76.9,34.4,60.8,161,4.7,2.9,48.9,26.9,18.8,28.6,0.5,-46073,19132,145795,1530600,8310,78460447919.9915,NA,NA,NA,62.3,31.5,46.2,0,99.9,0.4,36,32.7,20,51.1,NA,6858,1.2,100,10,14.9,26.2,0.36,NA,2.8,101.2,79.9,1,50.5,93.3,11.1,116,18.8,22.1,0.651,114.6,6. Developing region,4. Lower middle income,North America,Americas,Central America,Latin America & Caribbean,-90.2868304692596,15.773891506,22.1700073242188,22.5200134277344,23.360009765625,24.6400085449219,23.172509765625,17915567,599,16,66,33.434610247055,0.893078070038196,3.68394703890756,0.021061553768888,15487.3382237006,18437.4711661203,7.91906441880994e-13,0.042590376481606,1.251183240246e-208,1,43,0.007851082731949,264136.047449883,18670.3722325127,0.057503354200786,0.855281663368576,2.08883625313775e-92,1,82,0.005223501114039,24180395.9565862,18872.0798088407,0.409421018330984,0.952405784379962,2.74365428511403e-40,0,96,2020-03-14,47,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUF,French Guiana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.466,NA,NA,NA,NA,NA,NA,NA,-53.09714,4.097024,26.1700073242188,25.860009765625,25.589990234375,26.2600036621094,25.9700027465821,298682,126,1,94,421.853342350728,3.34804239960895,314.715985563241,0.061603357482977,143.198924824777,18354.3216089155,4.8400969327864e-38,2.33333679729358e-55,0,1,25,0.023330792402509,0.239393640383474,18300.5979852998,0.694564936207799,0.404434831556103,1.14739439815375e-150,0,98,0.068449847721651,129.16706692536,18364.2791163889,6.99927364371056e-34,8.6309847821338e-42,0,1,26,2020-03-07,54,NA,NA,NA,NA,NA,NA,NA,NA,NA
GUY,Guyana,779004,66.8,73,28.2,65.3,4,7.5,2.5,73.4,46.2,40.4,NA,2.7,-30001,283,26069,122480,8420,3878662620.77146,NA,NA,NA,56.2,17.1,64.2,NA,13.7,1.7,8.6,83.9,8.7,26.6,NA,315701,2.6,100,11.6,30.5,30.1,0.8,NA,6.1,NA,NA,NA,83.7,90.9,1.8,119,19.2,26.2,0.461,NA,6. Developing region,4. Lower middle income,South America,Americas,South America,Latin America & Caribbean,-58.9562561356274,4.86249501550009,27.1899963378906,27.0200134277344,27.4800048828125,28.4200073242188,27.5275054931641,786559,82,9,22,104.251556463024,11.4422440020393,27.9699297827626,0.060428465903051,111.031174551339,18362.4638370189,2.1802088510946e-21,3.2283750059868e-27,1.4438213111014e-307,1,37,0.081156712454082,8.96722789393926,18354.4932226646,4.88294570380868e-18,1.53273068328029e-38,0,1,20,0.044283737403341,38.0059290180661,18377.6201812756,8.53690929159e-4,0.019957533463311,1.76896840950609e-224,1,35,2020-03-12,49,NA,NA,NA,NA,NA,NA,NA,NA,NA
HND,Honduras,9587522,72.8,77.4,31.7,63.6,85.7,4.4,2.5,42.9,57.9,43.4,24,3,-34000,18860,411989,976200,4790,23969890430.7882,48.3,52.6,50.5,68.8,30.3,60.5,0,45.1,1.7,28.9,40,23.9,57.1,14.1,10123,1.1,100,7.3,14,17.6,0.61,0.7,NA,91.5,81.6,1.1,76,86.5,10.2,119,19.4,23,0.67,NA,6. Developing region,4. Lower middle income,North America,Americas,Central America,Latin America & Caribbean,-87.2304544066036,14.5046584065,20.7199951171875,20.4200073242188,21.1499877929688,21.3999877929688,20.922494506836,9904608,771,71,79,77.8425557074041,7.16838061637573,7.97608547455891,0.052800329928148,1035.6758207325,18364.4355917017,1.2486726192085e-23,1.25524472468676e-25,2.72294600517665e-301,1,28,0.049048366582113,128.222072737238,18372.7588311874,3.64680014819785e-19,1.25826714543369e-14,7.11636680533682e-283,1,9,0.161588747152362,115.609322774114,18374.8215546117,4.30142949879705e-11,4.43451315033723e-15,0,1,49,2020-03-11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
HRV,Croatia,4087843,74.9,81.4,14.5,65,73.1,12.9,1.5,43.1,49.4,50,NA,NA,-40004,24107,2093577,264500,27180,60971699315.1776,NA,3.8,30.4,51.2,6,79.1,0.9,4276.9,1.5,27.6,34.4,38.3,56.9,23.7,8895,4,100,5.4,16.7,4.7,3,5.9,NA,96.5,95.5,1,94.8,100,38.6,125,27.1,43,0.503,NA,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Southern Europe,Europe & Central Asia,15.3215802577481,44.7451242095,5.98000488281252,4.54000244140627,6.27999267578127,5.5200134277344,5.58000335693362,4105268,2076,69,1348,505.691711235418,16.8076724832581,328.358587064231,0.088232684850027,2233.69228530161,18351.6286010134,1.50573736084677e-98,9.52747182949992e-135,0,1,25,0.052249197313623,124.208246818865,18372.7177334459,4.4793490223263e-35,5.0077967482822e-29,3.64306943757298e-309,1,10,0.051264854916879,3312.86687353293,18379.8639947909,1.21308493560824e-53,6.91737062232134e-38,2e-323,1,30,2020-02-25,65,38084,9276.86085293335,units unclear,2020-05-03,NA,NA,NA,NA,NA
HTI,Haiti,11123176,61.5,65.8,33.2,61.8,403.6,8.5,2.9,44.7,56.5,18.8,1.2,10.2,-175000,27531,NA,196135,1880,9658721168.86849,NA,NA,NA,67.2,28.7,85,NA,29.2,0,66.8,3.5,1.9,55.3,18,1233,0.3,100,6.7,26.5,64.8,0.23,0.7,2.4,NA,NA,NA,23.9,43.8,34.9,91,20.5,23,0.623,NA,7. Least developed region,5. Low income,North America,Americas,Caribbean,Latin America & Caribbean,-72.2834233883898,18.9820466110001,25.4999938964844,24.6700073242188,25.589990234375,25.1199890136719,25.2199951171875,11402533,81,8,8,7.10368476898949,0.701598495702665,0.701598495702665,0.037495886365318,201.178145743673,18378.7756355868,4.80656100221693e-23,2.04978900278145e-13,2.7449842748583e-272,1,23,0.047190881807319,18.1826404979151,18381.1638571053,3.54140877958215e-7,9.91548130542e-4,4.26432452083719e-244,1,13,0.549120693846705,8.72687894873922,18375.7157666152,4.04981837401201e-11,3.84577330667025e-42,0,1,29,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
HUN,Hungary,9775564,72.5,79.3,14.4,66.4,107.9,13.4,1.5,28.6,79.9,87.1,NA,NA,29999,3927,31226848,NA,29860,157882912778.254,NA,3,30.6,56.5,4.7,74,1.3,6700.9,1.1,58.4,22.9,22.6,71.4,23.4,608,4.3,100,6.9,23,4.3,3.23,7,4.7,100.8,105.1,1,98.6,100,7.2,126,28.6,42.3,0.845,99.2,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Eastern Europe,Europe & Central Asia,19.1191922893949,47.1579882815001,4.14998779296877,0.350000000000023,6.6199890136719,7.79000244140627,4.72749481201174,9660350,2775,312,581,287.256672894874,32.2969664660183,60.1427484511431,0.049559156563859,4775.12714591634,18369.0944874432,2.66564023709285e-58,1.39787417628314e-54,0,1,36,0.068308004825597,508.639003475181,18371.1735492888,6.43587711360697e-58,1.09060448516254e-56,0,1,13,0.024465308975556,9379.35445056119,18423.2557856244,3.40962343742643e-9,0.067955824070075,3.36420461125869e-207,1,35,2020-03-04,57,82010,8489.34044832744,tests performed,2020-05-03,NA,NA,NA,NA,NA
IDN,Indonesia,267663435,69.4,73.7,26.6,67.6,147.8,6.5,2.3,44.7,19.2,20.2,29.4,0.1,-494777,12157,115154100.9,12853000,12670,1042173300625.55,9.8,58.7,39.4,67.5,28.6,64.8,0.2,26947.6,0.7,31.5,49.9,12.2,55.3,13.2,7914,1.8,96,6.3,26.4,25,0.38,NA,NA,105.9,100.8,1,64.5,98.1,7.5,126,6.9,30.2,0.938,NA,4. Emerging region: MIKT,4. Lower middle income,Asia,Asia,South-Eastern Asia,East Asia & Pacific,113.325229758336,0.104905503000055,23.339990234375,23.35,23.4299865722656,23.6199890136719,23.4349914550781,273523621,10118,792,1522,36.9913207605569,2.89554517121576,5.56441887700807,0.039313335248021,24123.3457039685,18378.1233149145,4.70535051773416e-69,4.30915679235526e-53,0,1,30,0.049475306717085,1423.07056382229,18369.7726615652,7.88061297688314e-46,1.32639320367594e-41,1.117e-321,1,10,0.030864412374885,9663.3297958319,18402.5832647604,3.92785065506001e-30,7.54430541132346e-9,4.20981873974731e-262,1,36,2020-03-02,59,83012,303.491156253741,people tested,2020-05-03,NA,NA,NA,NA,NA
IMN,Isle of Man,84077,NA,NA,NA,NA,147.5,NA,NA,47.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.8,6.1,3.7,52.6,15.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,NA,NA,NA,44.2,0.647,6.7,2. Developed region: nonG7,2. High income: nonOECD,Europe,Europe,Northern Europe,Europe & Central Asia,-4.50997061731032,54.2386538760001,7.17000732421877,7.30999145507815,6.42000732421877,6.52999267578127,6.85749969482424,85032,315,21,260,3704.48772226926,246.965848151284,3057.67240568257,0.1227894165319,338.039103201032,18356.2616380667,7.44135412807313e-56,1.76749115543252e-97,0,1,29,0.163787740329198,27.2093256223741,18372.1432880837,2.37745612369087e-20,2.05510195452271e-33,0,1,17,0.129734912245007,278.363153826813,18362.9556644858,9.80182222979373e-38,4.92027585625066e-68,0,1,20,2020-03-20,41,NA,NA,NA,NA,NA,NA,NA,NA,NA
IND,India,1352617328,68.2,70.7,27.1,66.8,454.9,7.2,2.2,66,22,18.8,10.1,0.1,-2663434,9602,164035637.5,16382600,7680,2718732231257.57,NA,NA,NA,49.3,42.4,27,NA,135787.8,2.4,60.4,23.8,6,34,NA,1116,1.7,100,10.4,23.3,36.6,0.76,NA,NA,113,94.4,1.1,53.2,92.6,5.4,109,3.8,28.1,0.707,23.8,3. Emerging region: BRIC,4. Lower middle income,Asia,Asia,Southern Asia,South Asia,80.2265066120594,21.7867495790001,20.3699890136719,19.9200073242188,21.7000061035156,26.339990234375,22.0824981689453,1380004385,34863,1154,9068,25.26296320428,0.836229226909304,6.57099361318334,0.040926678147566,118070.374516965,18386.947498424,8.32738018233994e-78,4.4130270659574e-52,0,1,20,0.043562614272725,3402.92829189612,18384.5360883658,5.87788740460868e-42,2.10061845530301e-23,8.45122305511931e-300,1,12,0.047521389295439,47252.1359727632,18392.4130846137,3.76555739252964e-41,3.31705846000429e-16,2.2920511509322e-296,1,32,2020-01-30,91,1046450,758.294691940417,samples tested,2020-05-03,NA,NA,NA,NA,NA
IRL,Ireland,4867309,80.9,84.4,21.4,64.7,70.5,6.4,1.8,36.8,99,121,NA,NA,118020,4,167598633,988000,67050,382487490532.479,NA,NA,NA,62.1,4.6,81.9,1,7174.1,0.3,64.5,11,14.4,63.2,26,10520,7.3,0,3.2,10.3,3.7,2.95,2.8,3.7,100.9,NA,1,94.3,100,3.1,147,26.9,36.8,0.797,59.7,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,Europe & Central Asia,-7.95824197237397,53.4160627300001,6.08999023437502,6.14998779296877,5.71999511718752,6.42000732421877,6.09499511718752,4937796,20612,1232,13386,4174.3320299178,249.504029733104,2710.92608929166,0.058160368103065,32302.3270451719,18366.930755938,3.5385886613209e-45,8.24825876507054e-47,0,1,21,0.041157104132132,4279.48725940838,18386.5354631632,1.23351385108336e-27,1.43230615775007e-12,5.86974104928319e-278,1,11,3.78365310878808,10163.4633360715,18372.394428456,0.001506172637112,7.31420275214214e-77,0,1,23,2020-02-29,61,153054,30996.4202652357,units unclear,2020-04-28,NA,NA,NA,NA,NA
IRN,"Iran, Islamic Rep.",81800269,75.4,77.7,24.5,69.3,50.2,4.8,2.1,25.1,23.8,24.9,0.4,NA,-274998,129940,25604871.4,2378600,NA,NA,NA,10.9,40.8,44.7,17.9,24.5,0.8,48305.6,2.7,28.2,6.6,8.6,74.9,25.1,1659,8.4,100,9.6,14.8,14.4,NA,1.5,3.4,110.7,99.4,1,78.8,100,NA,131,25.5,30.3,0.689,NA,5. Emerging region: G20,3. Upper middle income,Asia,Asia,Southern Asia,Middle East & North Africa,54.0755796301338,32.4216655480001,8.3699890136719,5.14998779296877,10.0299926757813,12.4900146484375,9.00999603271487,83992953,94640,6028,75103,1126.76119388254,71.7679255782327,894.158346831787,0.055075072803517,114153.069672088,18350.7805235542,2.7381702077272e-63,1.61407239887214e-82,0,1,12,0.057922578825203,6904.84836362312,18349.5051543843,9.64492644256525e-99,1.26164352656977e-121,0,1,6,0.048958266869945,122976.452752733,18366.1339980418,9.36706451475302e-32,2.87103735872192e-31,4.72719743957548e-307,1,16,2020-02-19,71,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRQ,Iraq,38433600,68.4,72.5,38.4,58.3,88.5,4.8,3.7,29.5,35.6,38.1,NA,1,39171,372342,2075065.8,NA,17210,224228010477.889,NA,NA,NA,43,18.1,15.7,0,6073.4,2.7,21.4,1.9,1.5,70.5,NA,1023,4.9,100,8.8,21.3,26.7,0.84,1.3,NA,NA,NA,NA,88,100,2.2,109,27.4,20,0.942,187.8,6. Developing region,4. Lower middle income,Asia,Asia,Western Asia,Middle East & North Africa,42.4921070519463,33.2214487715001,12.6799865722656,10.2099853515625,12.360009765625,17.7099853515625,13.2399917602539,40222503,2085,93,1375,51.8366547203688,2.31213855587257,34.1848442400514,0.060232469352474,2379.77546848774,18355.6981735777,9.95093472581929e-49,9.28833886519094e-65,0,1,18,0.077763922121134,96.9696513474954,18347.4216724329,1.1270990768917e-59,5.62326860134964e-95,0,1,8,0.067752987741402,1932.0511195118,18365.2303967896,2.2429534887631e-50,1.17748615326314e-57,0,1,33,2020-02-24,66,NA,NA,NA,NA,NA,NA,NA,NA,NA
ISL,Iceland,352721,81.1,84.3,19.8,65.4,3.5,6.4,1.7,6.2,42,46.1,NA,NA,1900,4,7819740.6,352300,55190,25878475760.1131,NA,NA,NA,75,3.9,89.4,2.1,680.9,NA,18.7,0.5,18.2,93.8,57.9,519265,6.1,10,5.8,9.1,2,3.89,3.2,7.5,100.4,NA,1,100,100,25.6,137,23.1,36.5,NA,NA,2. Developed region: nonG7,1. High income: OECD,Europe,Europe,Northern Europe,Europe & Central Asia,-18.4676482726456,64.9647077495,-2.63999023437498,-2.64999999999998,-2.91000976562498,-2.47000732421873,-2.66750183105466,341250,1797,10,1670,5265.93406593407,29.3040293040293,4893.77289377289,0.113120243562041,1866.01784012501,18344.8951451786,7.09538850834192e-70,4.28720390235992e-123,0,1,19,0.082439379830935,11.9354365357212,18355.4366574553,8.85258475278958e-17,4.94067826024223e-36,0,1,14,0.088672467629955,2017.86059564855,18361.6918750429,2.64797420451931e-81,8.80115523161622e-103,0,1,30,2020-02-28,62,50365,147589.743589744,samples,2020-05-02,NA,NA,NA,NA,NA
ISR,Israel,8882800,80.9,84.8,27.9,60.1,410.5,5,3.1,7.6,27.5,28.7,NA,NA,50002,502,7404373,2946000,39940,370587977153.583,NA,NA,NA,64,0.9,87.1,4.5,12234.7,4.3,24.6,7.7,19.9,92.4,18.7,91,7.9,100,9.7,9.6,3.7,3.22,3.1,5.8,104.9,105.6,1,100,100,7.4,160,26.7,29.9,0.906,165.4,2. Developed region: nonG7,1. High income: OECD,Asia,Asia,Western Asia,Middle East & North Africa,34.6627193143303,31.4461644085,16.089990234375,12.9299865722656,14.4599853515625,17.6899963378906,15.2924896240235,8655541,15946,222,8561,1842.28807881564,25.6483101402905,989.077401401022,0.090174609771002,17044.9956079857,18353.8133900556,3.78640219631597e-77,5.15614493318853e-111,0,1,20,0.089045879930894,263.110632088042,18362.4594105255,6.0363075671801e-71,4.2906977977074e-91,0,1,9,0.054378333134414,23394.721490034,18381.8875461071,2.91725247335434e-64,4.24295889283694e-45,0,1,34,2020-02-21,69,392660,45365.1597283174,tests performed,2020-05-02,NA,NA,NA,NA,NA
ITA,Italy,60421760,80.8,85.2,13.3,63.9,205.5,10.5,1.3,29.6,27.9,30.8,NA,NA,744713,69,27630435.6,10547112,42290,2083864259622.65,NA,3.2,35.9,49.6,3.7,69.1,1.4,71240.3,1.3,43.2,31.8,21.5,70.4,NA,3002,5.3,95,5,9.5,3,4.03,NA,3.8,101.9,98.8,1,98.6,100,7.9,144,22.9,45.5,0.883,113.3,1. Developed region: G7,1. High income: OECD,Europe,Europe,Southern Europe,Europe & Central Asia,12.6920345894384,42.4924867885001,9.4999938964844,7.70000610351565,9.05001220703127,8.5200134277344,8.69250640869143,60461828,205463,27967,75945,3398.22672910253,462.556309081492,1256.08177113004,0.063432883854892,227456.221198537,18348.1092135207,1.45126668891878e-93,3.46462147181605e-121,0,1,10,0.065655856221382,31579.6366101677,18351.5141755103,6.38279906272269e-96,5.23254704022873e-121,0,1,6,0.028178048304844,248765.446768575,18388.684195645,6.18125431365025e-58,1.79681377159588e-34,6.87913877568572e-298,1,18,2020-01-31,90,2108837,34878.8164327417,tests performed,2020-05-02,NA,NA,NA,NA,NA
JAM,Jamaica,2934855,72.8,76,23.8,67.5,271,7.6,2,44.3,48.9,34.7,27,0.7,-56658,2453,180951.3,1833100,8900,15713908816.1463,NA,NA,NA,66,15.9,82.5,NA,163.9,1.4,41,30.9,15.9,55.7,20.7,3763,2.6,100,11.3,14.7,14.4,0.46,1.7,5.3,89.8,87.5,1,89.5,99.5,53.4,114,24.4,26,0.726,NA,6. Developing region,3. Upper middle income,North America,Americas,Caribbean,Latin America & Caribbean,-77.1758260188891,18.1191470395001,26.2700134277344,25.4500061035156,25.9800048828125,25.7199951171875,25.8550048828125,2961161,422,8,29,142.511670253661,2.70164303798409,9.79345601269232,0.008753488461729,3369450.19310557,18632.2523675832,0.009998183595681,0.78969191601,9.27881012044034e-111,0,97,0.047542240422771,11.4672719608209,18364.3235488446,2.90074082320125e-18,9.47431351804778e-19,1.89934003153637e-286,1,8,0.131198443053488,32.0699184035115,18360.8110559607,1.02813220879305e-29,1.36454101534091e-62,0,1,29,2020-03-11,50,NA,NA,NA,NA,NA,NA,NA,NA,NA
JOR,Jordan,9956011,72.7,76.2,34.2,61.9,112.1,3.9,2.8,9,56.4,35.1,12.4,6,51099,2442,3383805,815345,9430,42231295774.6479,NA,NA,NA,39.3,3.1,22.6,NA,2627.3,4.7,12,1.1,1.8,91,64.6,76,3,100,12.7,19.2,16.2,1.41,1.8,3.8,80.8,71.3,1,96.3,100,41.3,114,33.4,22.5,0.915,199.3,6. Developing region,3. Upper middle income,Asia,Asia,Western Asia,Middle East & North Africa,36.2997048693305,31.2698495490001,10.8300109863281,7.5100036621094,9.1299987792969,13.1799865722656,10.1625,10203140,453,8,362,44.3980970563964,0.784072354196845,35.4792740274072,0.113448553778834,447.932017730803,18345.6570550045,2.24277320347098e-69,6.6060639506176e-122,0,1,21,0.263726894538985,7.12195086131337,18349.9735411578,3.24899225066659e-25,2.01995640648647e-94,0,1,11,0.108179249006512,389.218424147753,18360.0944665942,2.70669011582904e-66,2.50767676266459e-97,0,1,24,2020-03-03,58,NA,NA,NA,NA,NA,NA,NA,NA,NA
JPN,Japan,126529100,81.3,87.3,12.7,59.7,347.1,11,1.4,8.4,16.8,17.8,NA,NA,357800,48,126387527,22433824,44380,4971323079771.87,NA,NA,NA,61.7,3.4,74,3.2,98792.5,0.9,12.3,68.5,29.4,91.6,15.9,3378,9.5,77,5.6,8.4,2.5,2.41,NA,3.2,NA,NA,NA,NA,100,4.9,114,4.4,47.3,0.723,NA,1. Developed region: G7,1. High income: OECD,Asia,Asia,Eastern Asia,East Asia & Pacific,143.337654659044,43.4621239275,-4.94000854492185,-7.2299865722656,-6.8800109863281,-0.919989013671852,-4.99249877929685,126476458,14088,430,2460,111.388318607088,3.39984220620726,19.4502600634183,0.048464423950967,27066.3343167098,18370.9019095208,2.66127181667473e-24,3.57575612105461e-20,3.80561016439562e-292,1,35,0.00611676522516,15861731.37435,18765.5926982991,0.017037139324819,0.831038557088404,5.18516879353212e-91,0,97,0.004598936515367,494725093.643157,18927.6902777857,0.031880530868231,0.869446923481777,2.35271293692613e-73,0,97,2020-01-22,99,183251,1448.89414913881,people tested,2020-05-03,NA,NA,NA,NA,NA
KAZ,Kazakhstan,18272430,68.8,77.2,28.5,64.1,6.8,7.1,2.8,42.6,25.6,33.6,49.7,0,-90000,2529,7143797,NA,24450,179339994859.384,NA,8.6,27.5,68.8,15.8,83,0.1,2367.5,1,80.4,1.2,3.3,57.4,10.9,3722,14.4,87,6.1,26.8,9.9,NA,6.7,3,108.7,109.7,1,99,100,4,138,21.3,30.6,0.817,86,6. Developing region,3. Upper middle income,Asia,Asia,Central Asia,Europe & Central Asia,66.3258992299368,48.0108690390001,-6.07001342773435,-8.32001342773435,-5.88999023437498,0.290002441406273,-4.99750366210935,18776707,3402,25,866,181.181929291435,1.33143687016046,46.1209731823583,0.028161617781994,20383.4635729254,18402.9127822569,8.41941481742523e-42,5.36338982698951e-15,1.65520528460011e-273,1,27,0.07639449071626,34.7851726697509,18365.3052265384,8.02818713375899e-29,2.1056073262208e-37,0,1,10,0.087961313578872,1359.30399445861,18373.4428415433,7.43624822842735e-42,3.39552812191212e-41,0,1,25,2020-03-13,48,268534,14301.4427396668,tests performed,2020-05-01,NA,NA,NA,NA,NA
